data_set,arch,forget_cls,method,budget_b,lambda,mask_mode,epochs_run,best_epoch,forget_acc,retain_acc,overall_acc,baseline_forget,baseline_retain,baseline_overall,forget_drop,retain_drop,score,time_s,
CIFAR10,EfficientNet-B0,dog,LinearScalar,,1.5,,5,1,39.6,82.38,78.1,72.1,85.68,84.32,32.5,3.3,29.2,20.7,
CIFAR10,EfficientNet-B0,dog,LinearScalar,,2,,5,1,37,82.29,77.76,72.1,85.68,84.32,35.1,3.39,31.71,21.1,
CIFAR10,EfficientNet-B0,dog,LinearScalar,,2.5,,5,1,33.6,82.16,77.3,72.1,85.68,84.32,38.5,3.52,34.98,21.3,
CIFAR10,EfficientNet-B0,dog,PCGrad,,,,5,1,40.2,82.56,78.32,72.1,85.68,84.32,31.9,3.12,28.78,29.7,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.001,1,random,5,5,46.7,83.1,79.46,72.1,85.68,84.32,25.4,2.58,22.82,75.9,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.001,1,structured,5,1,51.3,82.1,79.02,72.1,85.68,84.32,20.8,3.58,17.22,30.2,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.001,2,random,5,5,47.6,82.51,79.02,72.1,85.68,84.32,24.5,3.17,21.33,76.5,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.001,2,structured,5,1,47.4,82.89,79.34,72.1,85.68,84.32,24.7,2.79,21.91,30.5,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.003,1,random,5,5,38.5,82.86,78.42,72.1,85.68,84.32,33.6,2.82,30.78,77.4,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.003,1,structured,5,1,45.2,83.23,79.43,72.1,85.68,84.32,26.9,2.44,24.46,30.7,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.003,2,random,5,5,36.6,83.09,78.44,72.1,85.68,84.32,35.5,2.59,32.91,80.4,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.003,2,structured,5,1,40.3,81.24,77.15,72.1,85.68,84.32,31.8,4.43,27.37,31.1,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.005,1,random,5,5,24.2,81.28,75.57,72.1,85.68,84.32,47.9,4.4,43.5,76.4,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.005,1,structured,5,1,45.1,82.48,78.74,72.1,85.68,84.32,27,3.2,23.8,31.2,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.005,2,random,5,5,6.9,72.57,66,72.1,85.68,84.32,65.2,13.11,52.09,74.9,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.005,2,structured,5,1,41.1,81.96,77.87,72.1,85.68,84.32,31,3.72,27.28,30.3,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.01,1,random,5,4,0,43.86,39.47,72.1,85.68,84.32,72.1,41.82,30.28,60.3,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.01,1,structured,5,1,43.5,82.48,78.58,72.1,85.68,84.32,28.6,3.2,25.4,30,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.01,2,random,5,5,0,52.68,47.41,72.1,85.68,84.32,72.1,33,39.1,75.5,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.01,2,structured,5,1,38.8,81.97,77.65,72.1,85.68,84.32,33.3,3.71,29.59,30.6,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.02,0.1,random,5,5,46.7,85.03,81.2,72.1,85.68,84.32,25.4,0.64,24.76,82.3,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.02,0.1,structured,5,3,0,82.38,74.14,72.1,85.68,84.32,72.1,3.3,68.8,47.9,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.02,0.15,random,5,5,39.2,84.37,79.85,72.1,85.68,84.32,32.9,1.31,31.59,82.9,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.02,0.15,structured,5,3,0,77.51,69.76,72.1,85.68,84.32,72.1,8.17,63.93,50.3,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.02,0.25,random,5,5,37.2,84.31,79.6,72.1,85.68,84.32,34.9,1.37,33.53,81.2,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.02,0.25,structured,5,2,0,69.3,62.37,72.1,85.68,84.32,72.1,16.38,55.72,33.2,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.02,0.5,random,5,5,4.1,72.02,65.23,72.1,85.68,84.32,68,13.66,54.34,82.2,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.02,0.5,structured,5,2,0,41.04,36.94,72.1,85.68,84.32,72.1,44.63,27.47,32.2,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.02,0.75,random,5,5,14.4,80.84,74.2,72.1,85.68,84.32,57.7,4.83,52.87,82.9,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.02,0.75,structured,5,1,42,82.8,78.72,72.1,85.68,84.32,30.1,2.88,27.22,33.9,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.03,0.1,random,5,5,44,85.12,81.01,72.1,85.68,84.32,28.1,0.56,27.54,82.6,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.03,0.1,structured,5,3,0,81.78,73.6,72.1,85.68,84.32,72.1,3.9,68.2,49.5,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.03,0.15,random,5,5,40.9,85.06,80.64,72.1,85.68,84.32,31.2,0.62,30.58,82.7,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.03,0.15,structured,5,3,0,74.89,67.4,72.1,85.68,84.32,72.1,10.79,61.31,48.8,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.03,0.25,random,5,5,26.6,83.89,78.16,72.1,85.68,84.32,45.5,1.79,43.71,82.5,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.03,0.25,structured,5,2,0,69.47,62.52,72.1,85.68,84.32,72.1,16.21,55.89,33.9,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.03,0.5,random,5,5,9.8,81.72,74.53,72.1,85.68,84.32,62.3,3.96,58.34,81.7,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.03,0.5,structured,5,1,46.6,82.76,79.14,72.1,85.68,84.32,25.5,2.92,22.58,32.8,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.03,0.75,random,5,5,0.9,73.09,65.87,72.1,85.68,84.32,71.2,12.59,58.61,81,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.03,0.75,structured,5,1,47.5,82.48,78.98,72.1,85.68,84.32,24.6,3.2,21.4,32.7,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.05,1,random,5,3,0,49.09,44.18,72.1,85.68,84.32,72.1,36.59,35.51,44.2,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.05,1.5,random,5,3,0,51.66,46.49,72.1,85.68,84.32,72.1,34.02,38.08,44.3,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.05,2,random,5,2,1.4,71.06,64.09,72.1,85.68,84.32,70.7,14.62,56.08,44.6,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.05,2.5,random,5,2,0.4,65.74,59.21,72.1,85.68,84.32,71.7,19.93,51.77,45.8,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.1,1,random,5,3,0,52.78,47.5,72.1,85.68,84.32,72.1,32.9,39.2,45.3,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.1,1.5,random,5,2,0,40.42,36.38,72.1,85.68,84.32,72.1,45.26,26.84,30.3,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.1,2,random,5,2,0,47.2,42.48,72.1,85.68,84.32,72.1,38.48,33.62,30.4,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.1,2.5,random,5,1,52.8,81.99,79.07,72.1,85.68,84.32,19.3,3.69,15.61,31.2,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.25,1,random,5,1,50.1,82.41,79.18,72.1,85.68,84.32,22,3.27,18.73,30.1,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.25,1.5,random,5,1,50,82.42,79.18,72.1,85.68,84.32,22.1,3.26,18.84,30.5,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.25,2,random,5,1,46.9,83.41,79.76,72.1,85.68,84.32,25.2,2.27,22.93,30.3,
CIFAR10,EfficientNet-B0,dog,PS-PCGrad,0.25,2.5,random,5,1,46.7,82.99,79.36,72.1,85.68,84.32,25.4,2.69,22.71,31.5,
CIFAR10,ResNet-18,automobile,GradientAscent,,,,5,1,0.1,75.73,68.17,94.9,88.12,88.8,94.8,12.39,82.41,17.1,
CIFAR10,ResNet-18,automobile,LinearScalar,,1,,5,1,5.8,85.07,77.14,94.9,88.12,88.8,89.1,3.06,86.04,24.1,
CIFAR10,ResNet-18,automobile,LinearScalar,,1.5,,5,1,5.7,85.12,77.18,94.9,88.12,88.8,89.2,3,86.2,24.2,
CIFAR10,ResNet-18,automobile,LinearScalar,,2,,5,1,5.4,85.19,77.21,94.9,88.12,88.8,89.5,2.93,86.57,24.1,
CIFAR10,ResNet-18,automobile,LinearScalar,,2.5,,5,1,5,85.31,77.28,94.9,88.12,88.8,89.9,2.81,87.09,24.5,
CIFAR10,ResNet-18,automobile,PCGrad,,,,5,1,6.3,84.9,77.04,94.9,88.12,88.8,88.6,3.22,85.38,33.4,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.001,1,random,5,5,76.1,87.12,86.02,94.9,88.12,88.8,18.8,1,17.8,85.7,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.001,1,structured,5,1,36,86.72,81.65,94.9,88.12,88.8,58.9,1.4,57.5,34.3,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.001,2,random,5,5,63.7,86.69,84.39,94.9,88.12,88.8,31.2,1.43,29.77,85.1,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.001,2,structured,5,1,0.3,87.22,78.53,94.9,88.12,88.8,94.6,0.9,93.7,33.9,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.003,1,random,5,5,45,87.07,82.86,94.9,88.12,88.8,49.9,1.06,48.84,84.3,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.003,1,structured,5,1,26.1,87.03,80.94,94.9,88.12,88.8,68.8,1.09,67.71,33.6,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.003,2,random,5,5,0.2,78.37,70.55,94.9,88.12,88.8,94.7,9.76,84.94,84,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.003,2,structured,5,1,0,87.29,78.56,94.9,88.12,88.8,94.9,0.83,94.07,16.9,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.005,1,random,5,5,2.8,84.78,76.58,94.9,88.12,88.8,92.1,3.34,88.76,84.1,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.005,1,structured,5,1,29.1,87.03,81.24,94.9,88.12,88.8,65.8,1.09,64.71,34.1,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.005,2,random,5,4,0,75.7,68.13,94.9,88.12,88.8,94.9,12.42,82.48,67.7,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.005,2,structured,5,1,0,87.21,78.49,94.9,88.12,88.8,94.9,0.91,93.99,16.8,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.01,1,random,5,4,0,67.83,61.05,94.9,88.12,88.8,94.9,20.29,74.61,67.2,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.01,1,structured,5,1,25.1,86.98,80.79,94.9,88.12,88.8,69.8,1.14,68.66,34,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.01,2,random,5,2,29.8,86.52,80.85,94.9,88.12,88.8,65.1,1.6,63.5,49.9,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.01,2,structured,5,1,0,87.08,78.37,94.9,88.12,88.8,94.9,1.04,93.86,16.9,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.02,0.1,random,5,5,62.9,88.04,85.53,94.9,88.12,88.8,32,0.08,31.92,88.4,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.02,0.1,structured,5,2,0,77.1,69.39,94.9,88.12,88.8,94.9,11.02,83.88,37.2,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.02,0.15,random,5,5,41.8,87.84,83.24,94.9,88.12,88.8,53.1,0.28,52.82,88.2,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.02,0.15,structured,5,2,0,74.2,66.78,94.9,88.12,88.8,94.9,13.92,80.98,35.4,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.02,0.25,random,5,5,1.4,86.06,77.59,94.9,88.12,88.8,93.5,2.07,91.43,88.3,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.02,0.25,structured,5,2,0,53.34,48.01,94.9,88.12,88.8,94.9,34.78,60.12,35.1,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.02,0.5,random,5,4,0,68.46,61.61,94.9,88.12,88.8,94.9,19.67,75.23,70.5,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.02,0.5,structured,5,1,54.1,86.79,83.52,94.9,88.12,88.8,40.8,1.33,39.47,35.7,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.02,0.75,random,5,3,0,78.83,70.95,94.9,88.12,88.8,94.9,9.29,85.61,52.2,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.02,0.75,structured,5,1,39.6,87.32,82.55,94.9,88.12,88.8,55.3,0.8,54.5,35.1,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.03,0.1,random,5,5,41.4,88.17,83.49,94.9,88.12,88.8,53.5,-0.04,53.54,89.1,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.03,0.1,structured,5,2,0,78.14,70.33,94.9,88.12,88.8,94.9,9.98,84.92,36,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.03,0.15,random,5,5,3.6,86.54,78.25,94.9,88.12,88.8,91.3,1.58,89.72,87.8,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.03,0.15,structured,5,2,0,71.6,64.44,94.9,88.12,88.8,94.9,16.52,78.38,35.3,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.03,0.25,random,5,5,0,72.97,65.67,94.9,88.12,88.8,94.9,15.16,79.74,87.6,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.03,0.25,structured,5,2,0,49.7,44.73,94.9,88.12,88.8,94.9,38.42,56.48,35.6,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.03,0.5,random,5,3,0,79.82,71.84,94.9,88.12,88.8,94.9,8.3,86.6,52.1,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.03,0.5,structured,5,1,54.6,86.68,83.47,94.9,88.12,88.8,40.3,1.44,38.86,34.9,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.03,0.75,random,5,3,0,40.5,36.45,94.9,88.12,88.8,94.9,47.62,47.28,52.3,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.03,0.75,structured,5,1,38.9,87,82.19,94.9,88.12,88.8,56,1.12,54.88,34.7,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.05,1,random,5,2,0,59.42,53.48,94.9,88.12,88.8,94.9,28.7,66.2,34.2,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.05,1.5,random,5,1,76.9,86.63,85.66,94.9,88.12,88.8,18,1.49,16.51,33.9,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.05,2,random,5,1,75.1,86.89,85.71,94.9,88.12,88.8,19.8,1.23,18.57,33.8,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.05,2.5,random,5,1,73.5,86.61,85.3,94.9,88.12,88.8,21.4,1.51,19.89,33.9,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.1,1,random,5,1,75.3,86.64,85.51,94.9,88.12,88.8,19.6,1.48,18.12,35,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.1,1.5,random,5,1,72.7,86.82,85.41,94.9,88.12,88.8,22.2,1.3,20.9,34.1,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.1,2,random,5,1,69.3,86.51,84.79,94.9,88.12,88.8,25.6,1.61,23.99,34,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.1,2.5,random,5,1,66.3,86.48,84.46,94.9,88.12,88.8,28.6,1.64,26.96,34.6,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.25,1,random,5,1,66.3,86.51,84.49,94.9,88.12,88.8,28.6,1.61,26.99,33.9,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.25,1.5,random,5,1,55.5,86.4,83.31,94.9,88.12,88.8,39.4,1.72,37.68,33.9,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.25,2,random,5,1,45.4,86.36,82.26,94.9,88.12,88.8,49.5,1.77,47.73,33.8,
CIFAR10,ResNet-18,automobile,PS-PCGrad,0.25,2.5,random,5,1,33.9,86.11,80.89,94.9,88.12,88.8,61,2.01,58.99,33.7,
CIFAR10,ResNet-18,automobile+cat+dog,GradientAscent,,,,5,1,0,59.63,41.74,84.27,90.74,88.8,84.27,31.11,53.16,17.1,
CIFAR10,ResNet-18,automobile+cat+dog,LinearScalar,,0.1,,5,1,0,58.61,41.03,84.27,90.74,88.8,84.27,32.13,52.14,28.7,
CIFAR10,ResNet-18,automobile+cat+dog,LinearScalar,,0.25,,5,1,0,64.67,45.27,84.27,90.74,88.8,84.27,26.07,58.2,29.8,
CIFAR10,ResNet-18,automobile+cat+dog,LinearScalar,,0.5,,5,1,0,69.83,48.88,84.27,90.74,88.8,84.27,20.91,63.36,29.5,
CIFAR10,ResNet-18,automobile+cat+dog,LinearScalar,,0.75,,5,1,0,74.87,52.41,84.27,90.74,88.8,84.27,15.87,68.4,30.8,
CIFAR10,ResNet-18,automobile+cat+dog,LinearScalar,,1,,5,1,0,76.71,53.7,84.27,90.74,88.8,84.27,14.03,70.24,28.4,
CIFAR10,ResNet-18,automobile+cat+dog,LinearScalar,,1.5,,5,1,0,80.67,56.47,84.27,90.74,88.8,84.27,10.07,74.2,29,
CIFAR10,ResNet-18,automobile+cat+dog,LinearScalar,,2,,5,1,0,82.97,58.08,84.27,90.74,88.8,84.27,7.77,76.5,28.5,
CIFAR10,ResNet-18,automobile+cat+dog,LinearScalar,,2.5,,5,1,0,85.01,59.51,84.27,90.74,88.8,84.27,5.73,78.54,28.6,
CIFAR10,ResNet-18,automobile+cat+dog,PCGrad,,,,5,1,0,76.9,53.83,84.27,90.74,88.8,84.27,13.84,70.43,41.1,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.001,0.1,random,5,5,81.8,91.83,88.82,84.27,90.74,88.8,2.47,-1.09,3.56,220.3,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.001,0.1,structured,5,5,27.93,88.96,70.65,84.27,90.74,88.8,56.33,1.79,54.54,216,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.001,0.25,structured,5,5,0,65.47,45.83,84.27,90.74,88.8,84.27,25.27,59,215.5,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.001,1,random,5,5,78.47,92.29,88.14,84.27,90.74,88.8,5.8,-1.54,7.34,208.5,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.001,1,structured,5,1,69.73,92.33,85.55,84.27,90.74,88.8,14.53,-1.59,16.12,83.3,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.001,2,random,5,5,62.5,91.41,82.74,84.27,90.74,88.8,21.77,-0.67,22.44,208.5,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.001,2,structured,5,1,51.73,91.6,79.64,84.27,90.74,88.8,32.53,-0.86,33.39,82,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.003,1,random,5,5,36.63,89.69,73.77,84.27,90.74,88.8,47.63,1.06,46.57,208.2,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.003,1,structured,5,1,61.87,92.39,83.23,84.27,90.74,88.8,22.4,-1.64,24.04,82.1,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.003,2,random,5,4,18.67,70.3,54.81,84.27,90.74,88.8,65.6,20.44,45.16,207.5,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.003,2,structured,5,1,34.47,90.76,73.87,84.27,90.74,88.8,49.8,-0.01,49.81,81.9,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.005,1,random,5,5,14.53,48.19,38.09,84.27,90.74,88.8,69.73,42.56,27.17,207.3,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.005,1,structured,5,1,54.83,92.4,81.13,84.27,90.74,88.8,29.43,-1.66,31.09,81.7,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.005,2,structured,5,1,26.47,89.56,70.63,84.27,90.74,88.8,57.8,1.19,56.61,81.7,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.02,0.1,random,5,5,64.5,92.53,84.12,84.27,90.74,88.8,19.77,-1.79,21.56,218.8,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.02,0.1,structured,5,2,7,87.03,63.02,84.27,90.74,88.8,77.27,3.71,73.56,127.9,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.02,0.15,random,5,5,41.67,91.89,76.82,84.27,90.74,88.8,42.6,-1.14,43.74,211.7,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.02,0.15,structured,5,2,0,74.06,51.84,84.27,90.74,88.8,84.27,16.69,67.58,84.5,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.02,0.25,random,5,5,19.47,85.66,65.8,84.27,90.74,88.8,64.8,5.09,59.71,216.9,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.02,0.25,structured,5,1,74.2,92.6,87.08,84.27,90.74,88.8,10.07,-1.86,11.93,84.4,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.02,0.5,random,5,4,0,51.67,36.17,84.27,90.74,88.8,84.27,39.07,45.2,169.1,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.02,0.5,structured,5,1,62.5,92.8,83.71,84.27,90.74,88.8,21.77,-2.06,23.83,82.6,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.02,0.75,random,5,2,32.23,89.01,71.98,84.27,90.74,88.8,52.03,1.73,50.3,130.8,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.02,0.75,structured,5,1,47.2,92.37,78.82,84.27,90.74,88.8,37.07,-1.63,38.7,81.8,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.03,0.1,random,5,5,44.67,92.33,78.03,84.27,90.74,88.8,39.6,-1.59,41.19,218.7,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.03,0.1,structured,5,2,0,83.07,58.15,84.27,90.74,88.8,84.27,7.67,76.6,84.2,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.03,0.15,random,5,5,24.53,89.77,70.2,84.27,90.74,88.8,59.73,0.97,58.76,210.3,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.03,0.15,structured,5,2,0,52.57,36.8,84.27,90.74,88.8,84.27,38.17,46.1,84.3,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.03,0.25,random,5,5,0,73.49,51.44,84.27,90.74,88.8,84.27,17.26,67.01,210.4,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.03,0.25,structured,5,1,72.27,92.74,86.6,84.27,90.74,88.8,12,-2,14,83.8,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.03,0.5,random,5,3,0,57.3,40.11,84.27,90.74,88.8,84.27,33.44,50.83,130,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.03,0.5,structured,5,1,59.37,92.64,82.66,84.27,90.74,88.8,24.9,-1.9,26.8,82.7,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.03,0.75,random,5,2,14.27,76.66,57.94,84.27,90.74,88.8,70,14.09,55.91,130.2,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.03,0.75,structured,5,1,38.77,91.77,75.87,84.27,90.74,88.8,45.5,-1.03,46.53,82.3,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.05,1,random,5,1,79.1,92.14,88.23,84.27,90.74,88.8,5.17,-1.4,6.57,83.4,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.05,1.5,random,5,1,77.83,92.24,87.92,84.27,90.74,88.8,6.43,-1.5,7.93,82.6,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.05,2,random,5,1,75.23,92.63,87.41,84.27,90.74,88.8,9.03,-1.89,10.92,83.4,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.05,2.5,random,5,1,73.4,92.39,86.69,84.27,90.74,88.8,10.87,-1.64,12.51,82.7,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.1,1,random,5,1,74.7,92.53,87.18,84.27,90.74,88.8,9.57,-1.79,11.36,83.3,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.1,1.5,random,5,1,70.17,92.7,85.94,84.27,90.74,88.8,14.1,-1.96,16.06,82.1,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.1,2,random,5,1,62.5,92.7,83.64,84.27,90.74,88.8,21.77,-1.96,23.73,81.8,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.1,2.5,random,5,1,51,92.4,79.98,84.27,90.74,88.8,33.27,-1.66,34.93,82,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.25,1,random,5,1,50.53,92.5,79.91,84.27,90.74,88.8,33.73,-1.76,35.49,82.1,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.25,1.5,random,5,1,15.8,90.86,68.34,84.27,90.74,88.8,68.47,-0.11,68.58,81,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.25,2,random,5,1,3.67,87.13,62.09,84.27,90.74,88.8,80.6,3.61,76.99,81.3,
CIFAR10,ResNet-18,automobile+cat+dog,PS-PCGrad,0.25,2.5,random,5,1,0.77,82.93,58.28,84.27,90.74,88.8,83.5,7.81,75.69,82.9,
CIFAR10,ResNet-18,cat,GradientAscent,,,,5,1,0,83.63,75.27,76,90.22,88.8,76,6.59,69.41,9.8,
CIFAR10,ResNet-18,cat,LinearScalar,,1,,5,1,1,89.67,80.8,76,90.22,88.8,75,0.56,74.44,59.8,
CIFAR10,ResNet-18,cat,LinearScalar,,1.5,,5,1,0.7,89.82,80.91,76,90.22,88.8,75.3,0.4,74.9,60.8,
CIFAR10,ResNet-18,cat,LinearScalar,,2,,5,1,0.7,89.58,80.69,76,90.22,88.8,75.3,0.64,74.66,60.3,
CIFAR10,ResNet-18,cat,LinearScalar,,2.5,,5,1,0.2,90.03,81.05,76,90.22,88.8,75.8,0.19,75.61,60.4,
CIFAR10,ResNet-18,cat,PCGrad,,,,5,1,1.1,89.4,80.57,76,90.22,88.8,74.9,0.82,74.08,36.2,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.001,1,random,5,5,32.7,91.12,85.28,76,90.22,88.8,43.3,-0.9,44.2,84.8,
